iterations,voters,mean,mean_bucket,std,std_bucket,optimal_is_strong_democracy,optimal_is_weak_democracy,optimal_is_weak_epistocracy,optimal_is_strong_epistocracy,optimal_is_expert_rule,optimal_agrees_majority
100.0,41.0,0.9,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.9,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,41.0,0.95,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.55,,0.02,,0.0,0.0,0.0,0.0,0.0,0.93
100.0,51.0,0.55,,0.03,,0.0,0.0,0.0,0.0,0.0,0.88
100.0,51.0,0.55,,0.04,,0.0,0.0,0.0,0.0,0.0,0.87
100.0,51.0,0.55,,0.07,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,51.0,0.55,,0.08,,0.0,0.0,0.0,0.0,0.0,0.91
100.0,51.0,0.55,,0.09,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,51.0,0.55,,0.12,,0.0,0.0,0.0,0.0,0.0,0.96
100.0,51.0,0.55,,0.13,,0.0,0.0,0.0,0.0,0.0,0.93
100.0,51.0,0.55,,0.14,,0.0,0.0,0.0,0.0,0.0,0.95
100.0,51.0,0.6,,0.02,,0.0,0.0,0.0,0.0,0.0,0.97
100.0,51.0,0.6,,0.03,,0.0,0.0,0.0,0.0,0.0,0.96
100.0,51.0,0.6,,0.04,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,51.0,0.6,,0.07,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,51.0,0.6,,0.08,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,51.0,0.6,,0.09,,0.0,0.0,0.0,0.0,0.0,0.94
100.0,51.0,0.6,,0.12,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,51.0,0.6,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.6,,0.14,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,51.0,0.65,,0.02,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,51.0,0.65,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.65,,0.04,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,51.0,0.65,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.65,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.65,,0.09,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,51.0,0.65,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.65,,0.13,,0.0,0.0,0.0,0.0,0.0,0.98
100.0,51.0,0.65,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.07,,0.0,0.0,0.0,0.0,0.0,0.99
100.0,51.0,0.7,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.7,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.75,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.8,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.85,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.9,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.02,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.03,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.04,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.07,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.08,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.09,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.12,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.13,,0.0,0.0,0.0,0.0,0.0,1.0
100.0,51.0,0.95,,0.14,,0.0,0.0,0.0,0.0,0.0,1.0
